generation,time_elapsed_s,best_fitness,mean_fitness,max_fitness,diversity_index,immigrant_ratio,rho_SI,rho_MI,best_route,waktu_tempuh,pelanggaran_sla,penalty_cost
1,0.005576610565185547,2766.899999999958,3482.7599999999975,4474.500000000029,0.2055438789925347,0.08150105089067189,0.5,0.5,"[3, 2, 1, 4, 5]",1719.3999999999978,1047.49999999996,1047.49999999996
2,0.005576610565185547,2766.000000000011,3266.5899999999842,5429.1999999999825,0.1532454333111823,0.0862079110019936,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
3,0.005576610565185547,2766.000000000011,3028.4449999999697,4737.500000000007,0.0866599855701396,0.09220060129868744,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
4,0.005576610565185547,2766.000000000011,2900.8549999999855,4236.700000000008,0.04648801818773251,0.09581607836310407,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
5,0.005576610565185547,2766.000000000011,2916.7400000000125,4310.100000000028,0.05168098630663063,0.09534871123240325,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
6,0.005576610565185547,2766.000000000011,2907.6150000000093,4225.399999999983,0.04870486635954155,0.09561656202764127,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
7,0.005576610565185547,2766.000000000011,2893.455000000008,5095.099999999977,0.04404941497275669,0.0960355526524519,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
8,0.01680898666381836,2766.000000000011,2904.6300000000106,5152.699999999993,0.04772724925377744,0.09570454756716003,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
9,0.018826723098754883,2766.000000000011,2951.4350000000136,5031.700000000023,0.06282875956949846,0.09434541163874514,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
10,0.020818710327148438,2766.000000000011,3005.630000000011,5246.700000000001,0.07972704557779915,0.09282456589799808,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
11,0.023006200790405273,2766.000000000011,2903.455000000009,4769.500000000015,0.047341873733189786,0.09573923136401292,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
12,0.023006200790405273,2766.000000000011,2850.5650000000073,4113.0999999999985,0.029666048660527678,0.09733005562055251,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
13,0.023006200790405273,2766.000000000011,2878.875000000012,4365.000000000004,0.03920802396769602,0.09647127784290736,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
14,0.023006200790405273,2766.000000000011,2921.245000000009,4787.500000000015,0.05314343713040107,0.0952170906582639,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
15,0.023006200790405273,2766.000000000011,2900.4900000000075,4167.099999999995,0.046368027471219236,0.09582687752759027,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
16,0.023006200790405273,2766.000000000011,2957.9750000000104,5013.999999999978,0.0649008189724388,0.09415892629248052,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
17,0.023006200790405273,2766.000000000011,2890.5250000000087,4413.299999999959,0.04308040926821194,0.09612276316586092,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
18,0.04143977165222168,2766.000000000011,2855.665000000011,3866.2000000000007,0.03139899112816122,0.09717409079846549,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
19,0.043447017669677734,2766.000000000011,2981.7700000000086,5095.099999999977,0.07236305952504636,0.09348732464274583,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
20,0.04745888710021973,2766.000000000011,2897.08000000001,4368.200000000004,0.045245557595923976,0.09592789981636685,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
21,0.051061153411865234,2766.000000000011,2954.56500000001,5077.900000000016,0.06382157779571576,0.09425605799838559,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
22,0.05912518501281738,2766.000000000011,2888.935000000012,4452.800000000028,0.042553743853704445,0.0961701630531666,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
23,0.06108570098876953,2766.000000000011,2896.52000000001,4357.0,0.045060969715382274,0.09594451272561559,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
24,0.06108570098876953,2766.000000000011,2920.440000000007,5420.8999999999905,0.05288244237169606,0.09524058018654737,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
25,0.07934260368347168,2766.000000000011,2988.8500000000095,5262.1999999999825,0.07456044967127781,0.093289559529585,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
26,0.0827188491821289,2766.000000000011,2933.8800000000115,5059.900000000016,0.05722115423943746,0.09485009611845063,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
27,0.09096932411193848,2766.000000000011,2876.9800000000114,3921.9000000000087,0.038575172576799446,0.09652823446808806,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
28,0.09297943115234375,2766.000000000011,2947.5700000000093,5013.999999999978,0.06159989415009591,0.09445600952649137,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
29,0.09549069404602051,2766.000000000011,2892.535000000012,4465.100000000017,0.04374536522462185,0.09606291712978404,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
30,0.09749913215637207,2766.000000000011,2965.560000000011,5152.699999999993,0.06729251810787833,0.09394367337029096,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
31,0.10679864883422852,2766.000000000011,2945.10500000001,4876.999999999993,0.06081447011227082,0.09452669768989563,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
32,0.10880494117736816,2766.000000000011,2817.365000000009,3573.2999999999847,0.018231574538619844,0.09835915829152421,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
33,0.11282038688659668,2766.000000000011,2928.405000000011,4543.400000000009,0.05545851752062998,0.0950087334231433,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
34,0.13205838203430176,2766.000000000011,2943.470000000008,4929.799999999996,0.06029278368727979,0.09457364946814482,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
35,0.14233183860778809,2766.000000000011,2897.130000000011,5168.600000000028,0.0452620351865467,0.0959264168332108,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
36,0.14722323417663574,2766.000000000011,2987.1050000000105,5201.800000000021,0.07401982856310711,0.09333821542932037,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
37,0.15390968322753906,2766.000000000011,2939.2100000000123,4543.400000000009,0.05893080113363833,0.09469622789797255,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
38,0.15944623947143555,2766.000000000011,2914.8550000000096,4357.5000000000255,0.05106772034972532,0.09540390516852473,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
39,0.1645336151123047,2766.000000000011,2918.875000000012,5059.900000000016,0.052374630636803955,0.09528628324268765,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
40,0.1698310375213623,2766.000000000011,2901.7100000000087,4736.4999999999745,0.04676897415661723,0.09579079232590446,0.5,0.5,"[2, 3, 1, 4, 5]",1705.2000000000007,1060.8000000000102,1060.8000000000102
