generation,time_elapsed_s,best_fitness,mean_fitness,max_fitness,diversity_index,immigrant_ratio,rho_SI,rho_MI,best_route,waktu_tempuh,pelanggaran_sla,penalty_cost
1,0.003585338592529297,1365.1999999999716,2014.870000000002,2477.0999999999767,0.3224376758798482,0.07098060917081367,0.5046785470220263,0.4953214529779737,"[1, 3, 2, 4, 5]",1109.3999999999978,255.7999999999738,255.7999999999738
2,0.0055828094482421875,1342.799999999981,1814.3449999999884,2907.8999999999432,0.25989820017692905,0.0766091619840764,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
3,0.007586479187011719,1342.799999999981,1483.4299999999716,2552.9999999999745,0.09480056355877477,0.09146794927971028,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
4,0.008575677871704102,1342.799999999981,1419.9249999999759,2035.5000000000218,0.05431624909766085,0.09511153758121053,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
5,0.010576725006103516,1342.799999999981,1424.2199999999762,2029.2999999999993,0.057168134136577516,0.09485486792770803,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
6,0.01157522201538086,1342.799999999981,1447.34999999998,2666.6999999999534,0.07223546481500692,0.09349880816664938,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
7,0.012575864791870117,1342.799999999981,1447.7299999999825,2477.0999999999767,0.07247898434100468,0.09347689140930959,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
8,0.01355886459350586,1342.799999999981,1455.2799999999852,2590.3000000000284,0.07729096806113274,0.09304381287449806,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
9,0.015574932098388672,1342.799999999981,1474.7049999999817,2991.699999999957,0.08944500764559847,0.09194994931189614,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
10,0.016564607620239258,1342.799999999981,1456.6299999999828,2701.099999999955,0.07814613182483066,0.09296684813576525,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
11,0.017580270767211914,1342.799999999981,1515.5999999999785,3147.9999999999527,0.11401425178147262,0.08973871733966747,0.5046785470220263,0.4953214529779737,"[2, 1, 3, 4, 5]",1074.5,268.2999999999811,268.2999999999811
