generation,time_elapsed_s,best_fitness,mean_fitness,max_fitness,diversity_index,immigrant_ratio,rho_SI,rho_MI,best_route,waktu_tempuh,pelanggaran_sla,penalty_cost
1,0.002010822296142578,2572.000000000011,3723.2550000000238,4385.200000000023,0.3092065947672144,0.0721714064709507,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
2,0.005093097686767578,2572.000000000011,3372.835000000027,4766.700000000019,0.23743675572626852,0.07863069198463583,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
3,0.00710296630859375,2572.000000000011,2967.790000000022,4619.100000000035,0.1333618618568051,0.08799743243288755,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
4,0.009112119674682617,2572.000000000011,2716.805000000013,3940.0000000000327,0.053299739951892855,0.09520302340432965,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
5,0.009112119674682617,2572.000000000011,2789.4050000000134,5106.9000000000415,0.07793956058729452,0.0929854395471435,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
6,0.01111912727355957,2572.000000000011,2740.1750000000116,4644.700000000015,0.061373817365679484,0.09447635643708885,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
7,0.013127803802490234,2572.000000000011,2765.600000000014,4538.100000000031,0.07000289268151669,0.0936997396586635,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
8,0.014191865921020508,2572.000000000011,2731.450000000014,4566.700000000044,0.05837558805762603,0.09474619707481366,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
9,0.014191865921020508,2572.000000000011,2794.9700000000144,4826.000000000033,0.07977545376157981,0.09282020916145782,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
10,0.02001023292541504,2572.000000000011,2792.9300000000126,4843.500000000018,0.07910330727945258,0.09288070234484927,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
11,0.02001023292541504,2572.000000000011,2770.0850000000128,5106.9000000000415,0.07150863601658497,0.09356422275850736,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
12,0.02001023292541504,2572.000000000011,2699.810000000014,4466.900000000031,0.04734036839629547,0.09573936684433342,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
13,0.02001023292541504,2572.000000000011,2693.5750000000126,4138.700000000019,0.04513518279609884,0.09593783354835111,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
14,0.02001023292541504,2572.000000000011,2739.3650000000125,4283.699999999997,0.061096275961765166,0.09450133516344114,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
15,0.02001023292541504,2572.000000000011,2742.040000000012,4631.200000000023,0.0620122244752086,0.09441889979723123,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
16,0.02001023292541504,2572.000000000011,2776.3150000000132,4743.800000000032,0.07359215362810134,0.09337670617347088,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
17,0.02001023292541504,2572.000000000011,2742.7550000000133,4619.100000000035,0.06225674549859627,0.09439689290512635,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
18,0.02001023292541504,2572.000000000011,2753.4400000000146,4477.900000000034,0.06589575222267517,0.09406938229995924,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
19,0.02001023292541504,2572.000000000011,2758.660000000013,4466.900000000031,0.06766328579817783,0.093910304278164,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
20,0.03568124771118164,2572.000000000011,2757.660000000012,4665.900000000023,0.06732519599950729,0.09394073236004435,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
21,0.037689924240112305,2572.000000000011,2734.0950000000134,4457.100000000035,0.059286528083333824,0.09466421247249997,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
22,0.03906393051147461,2572.000000000011,2792.730000000012,4960.400000000023,0.079037357710914,0.09288663780601775,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
23,0.04369759559631348,2572.000000000011,2713.1650000000127,4957.3000000000175,0.05202964065952552,0.09531733234064271,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
24,0.04570364952087402,2572.000000000011,2801.940000000012,5047.900000000023,0.08206456954824172,0.09261418874065826,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
25,0.048694610595703125,2572.000000000011,2757.3950000000123,5176.500000000011,0.06723556110024169,0.09394879950097826,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
26,0.05297446250915527,2572.000000000011,2643.9600000000114,3815.8000000000065,0.027216750631628383,0.09755049244315345,0.5,0.5,"[3, 1, 4, 2, 5]",1445.7000000000007,1126.3000000000102,1126.3000000000102
