generation,time_elapsed_s,best_fitness,mean_fitness,max_fitness,diversity_index,immigrant_ratio,rho_SI,rho_MI,best_route,waktu_tempuh,pelanggaran_sla,penalty_cost
1,0.010648488998413086,781.3999999999978,793.0999999999989,935.4999999999964,0.014752238053210295,0.09867229857521108,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
2,0.017884016036987305,781.3999999999978,790.2049999999984,935.4999999999964,0.011142678165793243,0.09899715896507862,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
3,0.0237579345703125,781.3999999999978,789.8049999999967,935.4999999999964,0.010641867296356532,0.09904223194332792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
4,0.03202462196350098,781.3999999999978,796.734999999997,935.4999999999964,0.019247303055594626,0.09826774272499648,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
5,0.04333376884460449,781.3999999999978,782.7899999999967,795.399999999976,0.0017756997406697267,0.09984018702333973,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
6,0.04823946952819824,781.3999999999978,782.3749999999969,795.399999999976,0.0012462054641305218,0.09988784150822826,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
7,0.05118918418884277,781.3999999999978,789.8049999999967,935.4999999999964,0.010641867296356532,0.09904223194332792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
8,0.057730913162231445,781.3999999999978,781.674999999998,786.9000000000015,0.0003518086161130973,0.09996833722454983,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
9,0.057730913162231445,781.3999999999978,782.7999999999956,795.399999999976,0.0017884517118010028,0.09983903934593792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
10,0.057730913162231445,781.3999999999978,796.6599999999962,933.9999999999818,0.01915497200813204,0.09827605251926813,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
11,0.06552529335021973,781.3999999999978,789.719999999997,933.9999999999818,0.010535379628221613,0.09905181583346007,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
12,0.06552529335021973,781.3999999999978,789.7949999999977,935.4999999999964,0.010629340525072827,0.09904335935274346,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
13,0.06552529335021973,781.3999999999978,781.9499999999982,786.9000000000015,0.0007033697806770389,0.09993669671973907,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
14,0.07312345504760742,781.3999999999978,782.7799999999977,795.1999999999971,0.0017629474437260608,0.09984133473006467,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
15,0.07312345504760742,781.3999999999978,782.7899999999967,795.399999999976,0.0017756997406697267,0.09984018702333973,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
16,0.07820844650268555,781.3999999999978,782.364999999998,795.1999999999971,0.0012334396349531842,0.09988899043285422,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
17,0.08130860328674316,781.3999999999978,781.9499999999982,786.9000000000015,0.0007033697806770389,0.09993669671973907,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
18,0.08503127098083496,781.3999999999978,782.364999999998,795.1999999999971,0.0012334396349531842,0.09988899043285422,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
19,0.09026098251342773,781.3999999999978,782.364999999998,795.1999999999971,0.0012334396349531842,0.09988899043285422,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
20,0.09480810165405273,781.3999999999978,782.7999999999956,795.399999999976,0.0017884517118010028,0.09983903934593792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
21,0.0982658863067627,781.3999999999978,796.8099999999977,935.4999999999964,0.019339616721677565,0.09825943449504902,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
22,0.0982658863067627,781.3999999999978,781.674999999998,786.9000000000015,0.0003518086161130973,0.09996833722454983,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
23,0.10645174980163574,781.3999999999978,796.8099999999977,935.4999999999964,0.019339616721677565,0.09825943449504902,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
24,0.10979318618774414,781.3999999999978,789.379999999998,935.4999999999964,0.010109199625022363,0.099090172033748,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
25,0.1119527816772461,781.3999999999978,782.7899999999967,795.399999999976,0.0017756997406697267,0.09984018702333973,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
26,0.1119527816772461,781.3999999999978,789.029999999997,933.9999999999818,0.00967010126357582,0.09912969088627818,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
27,0.1119527816772461,781.3999999999978,782.7999999999956,795.399999999976,0.0017884517118010028,0.09983903934593792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
28,0.1119527816772461,781.3999999999978,789.1049999999977,935.4999999999964,0.009764226560470343,0.09912121960955766,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
29,0.1215815544128418,781.3999999999978,782.7999999999956,795.399999999976,0.0017884517118010028,0.09983903934593792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
30,0.12458086013793945,781.3999999999978,789.3049999999972,933.9999999999818,0.010015139901558247,0.09909863740885977,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
31,0.125227689743042,781.3999999999978,781.674999999998,786.9000000000015,0.0003518086161130973,0.09996833722454983,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
32,0.12894821166992188,781.3999999999978,789.7949999999977,935.4999999999964,0.010629340525072827,0.09904335935274346,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
33,0.13461518287658691,781.3999999999978,789.1049999999977,935.4999999999964,0.009764226560470343,0.09912121960955766,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
34,0.13994717597961426,781.3999999999978,782.0999999999967,795.399999999976,0.000895026211480516,0.09991944764096676,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
35,0.14109516143798828,781.3999999999978,782.7899999999967,795.399999999976,0.0017756997406697267,0.09984018702333973,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
36,0.1431105136871338,781.3999999999978,789.379999999998,935.4999999999964,0.010109199625022363,0.099090172033748,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
37,0.1465311050415039,781.3999999999978,782.364999999998,795.1999999999971,0.0012334396349531842,0.09988899043285422,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
38,0.1465311050415039,781.3999999999978,789.379999999998,935.4999999999964,0.010109199625022363,0.099090172033748,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
39,0.14854860305786133,781.3999999999978,782.3749999999969,795.399999999976,0.0012462054641305218,0.09988784150822826,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
40,0.15056204795837402,781.3999999999978,782.7899999999967,795.399999999976,0.0017756997406697267,0.09984018702333973,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
41,0.15614008903503418,781.3999999999978,781.674999999998,786.9000000000015,0.0003518086161130973,0.09996833722454983,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
42,0.15614008903503418,781.3999999999978,789.7949999999977,935.4999999999964,0.010629340525072827,0.09904335935274346,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
43,0.16274690628051758,781.3999999999978,781.674999999998,786.9000000000015,0.0003518086161130973,0.09996833722454983,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
44,0.16274690628051758,781.3999999999978,782.3749999999969,795.399999999976,0.0012462054641305218,0.09988784150822826,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
45,0.16476082801818848,781.3999999999978,789.7949999999977,935.4999999999964,0.010629340525072827,0.09904335935274346,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
46,0.16852712631225586,781.3999999999978,789.7299999999959,933.9999999999818,0.010547908778947427,0.09905068820989474,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
47,0.16852712631225586,781.3999999999978,789.379999999998,935.4999999999964,0.010109199625022363,0.099090172033748,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
48,0.17307066917419434,781.3999999999978,789.8049999999967,935.4999999999964,0.010641867296356532,0.09904223194332792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
49,0.17688822746276855,781.3999999999978,789.3049999999972,933.9999999999818,0.010015139901558247,0.09909863740885977,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
50,0.17688822746276855,781.3999999999978,789.8049999999967,935.4999999999964,0.010641867296356532,0.09904223194332792,0.5,0.5,"[2, 1, 3]",781.3999999999978,0.0,0.0
