generation,individual,cycle,s_before,f_ini,rho_SI_before,rho_MI_before,random,operator,best_neighbor,best_delta,num_neighbors,f_imp,eta,improved,epoch
0,2,0,[2 1 3],781.3999999999978,0.5,0.5,0.8265542486873563,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
0,2,1,[2 1 3],781.3999999999978,0.5,0.5,0.3681621924165053,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,2,[2 1 3],781.3999999999978,0.5,0.5,0.484931074988458,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,3,[2 1 3],781.3999999999978,0.5,0.5,0.3520949357663685,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,4,[2 1 3],781.3999999999978,0.5,0.5,0.35272313729544924,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.35069355594007745,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.24185905409742914,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.10917501891779902,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.0769066532345879,SI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
1,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.6050043134902023,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
2,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.2030319807878168,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.805694609640023,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
2,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.40499409613412285,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.21149375549575367,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.7902866432904004,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
3,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.17057193405296012,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.15189939557176524,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.3418082807706124,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.19040336327223983,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.14437920105947877,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.36692533600198407,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.09507706410043781,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.10266354207394834,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.614507597627117,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
4,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.09126853199063811,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.1352908210922087,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.4096824249368033,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.47282536523659213,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.345771060282964,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.2880479079839495,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.08488174915101776,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.2429753712197108,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.18381708062030233,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.27182068206906584,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.23716403100991568,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.08343305795484668,SI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
7,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.12173719072417044,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.15051770724535252,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.5926113815159201,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
7,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.08403348208074046,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.6910715118020734,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
8,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.05840987243648266,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.4429970785699413,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.24646549651973793,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.2724564438361433,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
