generation,individual,cycle,s_before,f_ini,rho_SI_before,rho_MI_before,random,operator,best_neighbor,best_delta,num_neighbors,f_imp,eta,improved,epoch
0,2,0,[2 1 3],781.3999999999978,0.5,0.5,0.32213079320417937,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,1,[2 1 3],781.3999999999978,0.5,0.5,0.18817251529331425,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,2,[2 1 3],781.3999999999978,0.5,0.5,0.37473850501777617,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,3,[2 1 3],781.3999999999978,0.5,0.5,0.49557304995344886,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,2,4,[2 1 3],781.3999999999978,0.5,0.5,0.2978329731825041,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.2528705036510319,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.5581390360444564,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
1,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.9939907991547068,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
1,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.48937638298162045,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.19896958719907143,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.5105734567091103,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
2,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.22267343556083397,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.972352246657025,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
2,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.14063775803023226,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.3206162913806707,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.01523932716921439,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.2496807456199419,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.0009277946734095321,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.3277593725150175,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.3553733861562527,SI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
