generation,individual,cycle,s_before,f_ini,rho_SI_before,rho_MI_before,random,operator,best_neighbor,best_delta,num_neighbors,f_imp,eta,improved,epoch
0,3,0,[2 1 3],781.3999999999978,0.5,0.5,0.40325629873491986,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,3,1,[2 1 3],781.3999999999978,0.5,0.5,0.3059413239544071,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,3,2,[2 1 3],781.3999999999978,0.5,0.5,0.734735043713651,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
0,3,3,[2 1 3],781.3999999999978,0.5,0.5,0.16348875076461844,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
0,3,4,[2 1 3],781.3999999999978,0.5,0.5,0.06622048081343157,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.35474752954185884,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.38138582706521074,SI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
1,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.29686110683084466,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.42148128224261394,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
1,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.4789588146727696,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.38773661731380515,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.23554235584663108,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.3309867669247838,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.35588723457535054,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
2,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.4970520903013985,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.08154113332918334,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.45069215511302974,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.40114961296034823,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
3,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.7297674435317484,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
3,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.2818529437545122,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.9932072529695584,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
4,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.30546908109644577,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.43068519966173846,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.46557769486960665,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
4,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.2759737750591279,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.11760678987579098,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.4224329305403619,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.08183730649061005,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.3977025091681936,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
5,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.9870734158994843,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
6,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.6196664762215098,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
6,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.2973436051883118,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.07915965929344726,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
6,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.9638153189575266,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
6,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.4706047266479414,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.4453063204001164,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.359624704436445,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.7302929367065456,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
7,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.0031348819873153744,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
7,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.3117379216963918,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.11102621583701155,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.07405378134818219,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.07633313993095647,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
8,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.6233202310934913,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
8,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.11855705198383515,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
9,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.5508549475149112,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
9,0,1,[2 1 3],781.3999999999978,0.5,0.5,0.03895454224080497,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
9,0,2,[2 1 3],781.3999999999978,0.5,0.5,0.9999854613379385,MI,[3 1 2],60.7,10,795.399999999976,0.0,False,0
9,0,3,[2 1 3],781.3999999999978,0.5,0.5,0.3765001237200656,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
9,0,4,[2 1 3],781.3999999999978,0.5,0.5,0.1846849147455375,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
10,0,0,[2 1 3],781.3999999999978,0.5,0.5,0.05761850645627009,SI,[2 3 1],17.30000000000001,10,795.1999999999971,0.0,False,0
